Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
FCFS,1987,55,35,9.0,18.0,Small,16,39.545,15.0,8,0
FCFS,1987,55,36,9.0,18.0,Small,16,51.084,16,8,0
FCFS,1987,55,37,9.0,16.0,Small,16,58.74,16,8,0
FCFS,1987,55,38,10.0,20.0,SUV,54,21.604,12.0,4,0
FCFS,1987,55,39,10.0,20.0,SUV,54,65.828,38.0,19,0
FCFS,1987,55,40,10.0,19.0,SUV,54,64.785,37.0,19,0
FCFS,1987,55,41,10.0,22.0,Small,16,22.792,9.0,4,0
FCFS,1987,55,42,10.0,18.0,SUV,54,68.436,39.0,19,0
FCFS,1987,55,43,10.0,19.0,Sedan,24,44.87,19.0,19,0
FCFS,1987,55,44,10.0,20.0,Small,16,27.991,11.0,8,0
FCFS,1987,55,45,10.0,19.0,Sedan,24,60.805,24,8,0
FCFS,1987,55,46,10.0,21.0,Small,16,54.444,16,8,0
FCFS,1987,55,47,10.0,18.0,Small,16,46.325,16,4,0
FCFS,1987,55,48,11.0,17.0,SUV,54,69.565,40.0,19,0
FCFS,1987,55,49,11.0,23.0,Small,16,49.481,16,4,0
FCFS,1987,55,50,11.0,19.0,Small,16,62.471,16,19,0
FCFS,1987,55,51,11.0,17.0,Small,16,45.282,16,19,0
FCFS,1987,55,52,12.0,22.0,SUV,54,43.065,25.0,8,0
FCFS,1987,55,53,12.0,20.0,Small,16,10.024,4.0,4,0
FCFS,1987,55,54,13.0,17.0,Truck,70,9.392,8.0,8,0
FCFS,1987,55,55,13.0,19.0,Small,16,12.185,5.0,8,0
FCFS,1988,55,1,2.0,21.0,Small,16,23.301,9.0,8,0
FCFS,1988,55,2,3.0,19.0,Small,16,20.675,8.0,8,0
FCFS,1988,55,3,3.0,18.0,Sedan,24,65.281,24,4,0
FCFS,1988,55,4,4.0,20.0,Truck,70,40.086,33.0,19,0
FCFS,1988,55,5,4.0,19.0,SUV,54,54.51,31.0,19,0
FCFS,1988,55,6,4.0,17.0,Sedan,24,32.514,14.0,8,0
FCFS,1988,55,7,4.0,22.0,Small,16,31.018,12.0,8,0
FCFS,1988,55,8,5.0,20.0,Sedan,24,26.704,11.0,19,0
FCFS,1988,55,9,5.0,21.0,Truck,70,40.987,34.0,19,0
FCFS,1988,55,10,5.0,18.0,Sedan,24,31.377,13.0,8,0
FCFS,1988,55,11,5.0,21.0,Small,16,59.705,16,8,0
FCFS,1988,55,12,6.0,22.0,SUV,54,37.025,21.0,8,0
FCFS,1988,55,13,6.0,22.0,Small,16,46.881,16,8,0
FCFS,1988,55,14,6.0,21.0,Small,16,47.366,16,19,0
FCFS,1988,55,15,6.0,21.0,Small,16,49.374,16,4,0
FCFS,1988,55,16,7.0,19.0,Sedan,24,10.141,4.0,4,0
FCFS,1988,55,17,7.0,18.0,SUV,54,44.051,25.0,19,0
FCFS,1988,55,18,7.0,20.0,Truck,70,40.413,33.0,19,0
FCFS,1988,55,19,7.0,22.0,Small,16,39.308,15.0,8,0
FCFS,1988,55,20,7.0,17.0,Small,16,27.3,10.0,8,0
FCFS,1988,55,21,7.0,22.0,Small,16,60.303,16,8,0
FCFS,1988,55,22,7.0,21.0,Small,16,53.015,16,8,0
FCFS,1988,55,23,8.0,19.0,SUV,54,15.765,9.0,4,0
FCFS,1988,55,24,8.0,21.0,SUV,54,27.947,16.0,19,0
FCFS,1988,55,25,8.0,22.0,Sedan,24,39.822,17.0,19,0
FCFS,1988,55,26,8.0,18.0,Small,16,16.582,6.0,8,0
FCFS,1988,55,27,8.0,17.0,Truck,70,58.772,48.0,19,0
FCFS,1988,55,28,8.0,18.0,Sedan,24,59.93,24,8,0
FCFS,1988,55,29,8.0,19.0,Small,16,39.296,15.0,8,0
FCFS,1988,55,30,9.0,18.0,Sedan,24,11.593,5.0,8,0
FCFS,1988,55,31,9.0,19.0,Small,16,19.171,7.0,8,0
FCFS,1988,55,32,9.0,21.0,Sedan,24,49.415,21.0,19,0
FCFS,1988,55,33,9.0,20.0,Sedan,24,70.296,24,19,0
FCFS,1988,55,34,9.0,19.0,Sedan,24,54.269,23.0,8,0
FCFS,1988,55,35,9.0,19.0,Small,16,26.216,10.0,8,0
FCFS,1988,55,36,9.0,22.0,Small,16,53.453,16,8,0
FCFS,1988,55,37,9.0,21.0,Small,16,47.149,16,8,0
FCFS,1988,55,38,9.0,17.0,Small,16,27.967,11.0,19,0
FCFS,1988,55,39,9.0,19.0,Small,16,53.712,16,8,0
FCFS,1988,55,40,9.0,19.0,Small,16,54.422,16,8,0
FCFS,1988,55,41,10.0,18.0,Sedan,24,7.526,3.0,4,0
FCFS,1988,55,42,10.0,24.0,Sedan,24,21.696,9.0,19,0
FCFS,1988,55,43,10.0,23.0,Sedan,24,26.637,11.0,8,0
FCFS,1988,55,44,10.0,21.0,Sedan,24,45.814,20.0,4,0
FCFS,1988,55,45,10.0,18.0,Sedan,24,35.338,15.0,19,0
FCFS,1988,55,46,10.0,22.0,Sedan,24,55.198,24.0,8,0
FCFS,1988,55,47,10.0,21.0,Small,16,77.703,16,8,0
FCFS,1988,55,48,10.0,19.0,Small,16,50.247,16,8,0
FCFS,1988,55,49,11.0,19.0,Small,16,5.407,2.0,8,0
FCFS,1988,55,50,11.0,18.0,SUV,54,55.629,32.0,8,0
FCFS,1988,55,51,11.0,24.0,Small,16,63.693,16,8,0
FCFS,1988,55,52,11.0,16.0,Sedan,24,40.981,18.0,19,0
FCFS,1988,55,53,12.0,22.0,Sedan,24,15.069,6.0,19,0
FCFS,1988,55,54,12.0,19.0,Small,16,61.088,16,8,0
FCFS,1988,55,55,12.0,16.0,Sedan,24,55.7,24.0,19,0
FCFS,1989,55,1,4.0,22.0,Small,16,18.029,7.0,4,0
FCFS,1989,55,2,6.0,21.0,Sedan,24,27.515,12.0,19,0
FCFS,1989,55,3,6.0,21.0,Small,16,26.699,10.0,4,0
FCFS,1989,55,4,6.0,21.0,Small,16,26.175,10.0,8,0
FCFS,1989,55,5,6.0,17.0,Small,16,69.628,16,8,0
FCFS,1989,55,6,7.0,21.0,SUV,54,14.492,8.0,8,0
FCFS,1989,55,7,7.0,21.0,Sedan,24,20.494,9.0,19,0
FCFS,1989,55,8,7.0,21.0,Truck,70,40.622,33.0,19,0
FCFS,1989,55,9,7.0,22.0,Small,16,21.634,8.0,8,0
FCFS,1989,55,10,7.0,20.0,Small,16,20.027,8.0,4,0
FCFS,1989,55,11,7.0,21.0,Sedan,24,64.183,24,19,0
FCFS,1989,55,12,7.0,19.0,Sedan,24,75.249,24,19,0
FCFS,1989,55,13,7.0,22.0,Small,16,42.728,16,8,0
FCFS,1989,55,14,7.0,16.0,Small,16,55.236,16,8,0
FCFS,1989,55,15,8.0,20.0,SUV,54,19.914,11.0,19,0
FCFS,1989,55,16,8.0,22.0,Truck,70,17.587,14.0,19,0
FCFS,1989,55,17,8.0,22.0,SUV,54,48.124,28.0,4,0
FCFS,1989,55,18,8.0,17.0,Sedan,24,17.233,7.0,8,0
FCFS,1989,55,19,8.0,19.0,Truck,70,42.414,35.0,19,0
FCFS,1989,55,20,8.0,21.0,Sedan,24,36.261,16.0,19,0
FCFS,1989,55,21,8.0,19.0,Small,16,22.127,8.0,8,0
FCFS,1989,55,22,8.0,19.0,Sedan,24,64.609,24,8,0
FCFS,1989,55,23,8.0,18.0,Sedan,24,72.665,24,19,0
FCFS,1989,55,24,8.0,19.0,Small,16,50.151,16,8,0
FCFS,1989,55,25,9.0,19.0,Truck,70,27.464,22.0,19,0
FCFS,1989,55,26,9.0,19.0,Small,16,10.856,4.0,4,0
FCFS,1989,55,27,9.0,21.0,Sedan,24,27.69,12.0,19,0
FCFS,1989,55,28,9.0,21.0,Truck,70,44.322,36.0,19,0
FCFS,1989,55,29,9.0,16.0,SUV,54,36.04,21.0,8,0
FCFS,1989,55,30,9.0,21.0,SUV,54,67.835,39.0,4,0
FCFS,1989,55,31,9.0,18.0,Sedan,24,27.198,12.0,8,0
FCFS,1989,55,32,9.0,22.0,Sedan,24,41.715,18.0,19,0
FCFS,1989,55,33,9.0,20.0,Truck,70,60.172,49.0,19,0
FCFS,1989,55,34,9.0,23.0,Sedan,24,57.459,24,19,0
FCFS,1989,55,35,9.0,17.0,Sedan,24,38.643,17.0,19,0
FCFS,1989,55,36,9.0,23.0,Small,16,50.47,16,8,0
FCFS,1989,55,37,9.0,17.0,Sedan,24,73.05,24,19,0
FCFS,1989,55,38,10.0,20.0,Truck,70,35.325,29.0,19,0
FCFS,1989,55,39,10.0,19.0,SUV,54,45.065,26.0,8,0
FCFS,1989,55,40,10.0,18.0,Truck,70,34.406,28.0,8,0
FCFS,1989,55,41,10.0,21.0,Sedan,24,43.929,19.0,19,0
FCFS,1989,55,42,10.0,17.0,Small,16,16.34,6.0,19,0
FCFS,1989,55,43,11.0,17.0,Sedan,24,14.661,6.0,8,0
FCFS,1989,55,44,11.0,21.0,Sedan,24,26.73,11.0,19,0
FCFS,1989,55,45,11.0,19.0,Sedan,24,28.967,12.0,19,0
FCFS,1989,55,46,11.0,19.0,Small,16,22.727,9.0,19,0
FCFS,1989,55,47,11.0,19.0,Small,16,61.181,16,8,0
FCFS,1989,55,48,12.0,21.0,SUV,54,17.204,10.0,19,0
FCFS,1989,55,49,12.0,20.0,Small,16,65.349,16,4,0
FCFS,1989,55,50,12.0,19.0,Small,16,78.714,16,19,0
FCFS,1989,55,51,12.0,18.0,Small,16,54.024,16,19,0
FCFS,1989,55,52,13.0,21.0,Small,16,14.927,6.0,19,0
FCFS,1989,55,53,13.0,20.0,SUV,54,57.744,33.0,19,0
FCFS,1989,55,54,13.0,21.0,Sedan,24,61.257,24,19,0
FCFS,1989,55,55,14.0,23.0,Sedan,24,32.401,14.0,19,0
FCFS,1990,55,1,2.0,17.0,Small,16,49.44,16,8,0
FCFS,1990,55,2,3.0,17.0,Small,16,72.289,16,8,0
FCFS,1990,55,3,4.0,23.0,SUV,54,13.819,8.0,4,0
FCFS,1990,55,4,4.0,22.0,SUV,54,75.965,44.0,19,0
FCFS,1990,55,5,5.0,18.0,Truck,70,31.286,26.0,19,0
FCFS,1990,55,6,5.0,20.0,SUV,54,65.518,38.0,19,0
FCFS,1990,55,7,5.0,18.0,Sedan,24,48.761,21.0,8,0
FCFS,1990,55,8,5.0,18.0,Small,16,43.496,16,8,0
FCFS,1990,55,9,6.0,19.0,SUV,54,16.611,10.0,4,0
FCFS,1990,55,10,6.0,20.0,Truck,70,14.979,12.0,4,0
FCFS,1990,55,11,6.0,20.0,SUV,54,22.267,13.0,8,0
FCFS,1990,55,12,6.0,16.0,SUV,54,22.821,13.0,8,0
FCFS,1990,55,13,6.0,19.0,SUV,54,44.267,25.0,19,0
FCFS,1990,55,14,6.0,17.0,Sedan,24,25.653,11.0,19,0
FCFS,1990,55,15,6.0,18.0,SUV,54,67.926,39.0,19,0
FCFS,1990,55,16,6.0,18.0,Sedan,24,36.272,16.0,8,0
FCFS,1990,55,17,6.0,21.0,Small,16,25.825,10.0,4,0
FCFS,1990,55,18,6.0,21.0,Small,16,61.607,16,8,0
FCFS,1990,55,19,7.0,20.0,Small,16,5.348,2.0,8,0
FCFS,1990,55,20,7.0,19.0,SUV,54,50.829,29.0,19,0
FCFS,1990,55,21,7.0,19.0,Small,16,27.089,10.0,8,0
FCFS,1990,55,22,7.0,18.0,Sedan,24,51.27,22.0,8,0
FCFS,1990,55,23,7.0,16.0,Small,16,23.242,9.0,8,0
FCFS,1990,55,24,8.0,19.0,Sedan,24,18.551,8.0,4,0
FCFS,1990,55,25,8.0,19.0,Sedan,24,49.277,21.0,19,0
FCFS,1990,55,26,8.0,19.0,Small,16,25.342,10.0,4,0
FCFS,1990,55,27,8.0,19.0,Sedan,24,73.556,24,19,0
FCFS,1990,55,28,8.0,21.0,Small,16,51.357,16,4,0
FCFS,1990,55,29,8.0,18.0,Small,16,33.634,13.0,8,0
FCFS,1990,55,30,9.0,20.0,SUV,54,34.331,20.0,19,0
FCFS,1990,55,31,9.0,23.0,Truck,70,41.006,34.0,19,0
FCFS,1990,55,32,9.0,23.0,Small,16,18.049,7.0,8,0
FCFS,1990,55,33,9.0,20.0,Small,16,21.351,8.0,8,0
FCFS,1990,55,34,9.0,20.0,Small,16,22.177,8.0,4,0
FCFS,1990,55,35,9.0,20.0,Sedan,24,52.074,22.0,19,0
FCFS,1990,55,36,9.0,17.0,Sedan,24,64.57,24,8,0
FCFS,1990,55,37,9.0,21.0,Small,16,56.913,16,8,0
FCFS,1990,55,38,9.0,19.0,Small,16,37.584,14.0,8,0
FCFS,1990,55,39,9.0,17.0,Small,16,38.62,15.0,8,0
FCFS,1990,55,40,10.0,21.0,Truck,70,36.472,30.0,19,0
FCFS,1990,55,41,10.0,16.0,Sedan,24,16.776,7.0,4,0
FCFS,1990,55,42,10.0,19.0,Sedan,24,35.208,15.0,19,0
FCFS,1990,55,43,10.0,17.0,Sedan,24,28.413,12.0,19,0
FCFS,1990,55,44,10.0,20.0,Sedan,24,53.105,23.0,4,0
FCFS,1990,55,45,10.0,20.0,Small,16,26.71,10.0,4,0
FCFS,1990,55,46,10.0,19.0,Small,16,24.434,9.0,19,0
FCFS,1990,55,47,10.0,18.0,Sedan,24,53.16,23.0,8,0
FCFS,1990,55,48,10.0,22.0,Small,16,42.68,16,4,0
FCFS,1990,55,49,11.0,21.0,SUV,54,34.616,20.0,8,0
FCFS,1990,55,50,11.0,20.0,SUV,54,68.834,40.0,8,0
FCFS,1990,55,51,11.0,19.0,Small,16,15.867,6.0,19,0
FCFS,1990,55,52,12.0,18.0,SUV,54,38.458,22.0,19,0
FCFS,1990,55,53,12.0,23.0,Small,16,50.317,16,8,0
FCFS,1990,55,54,13.0,19.0,Sedan,24,36.549,16.0,19,0
FCFS,1990,55,55,15.0,18.0,Truck,70,51.621,42.0,19,0
FCFS,1991,55,1,3.0,18.0,Small,16,49.175,16,4,0
FCFS,1991,55,2,6.0,20.0,SUV,54,10.004,6.0,8,0
FCFS,1991,55,3,6.0,23.0,Small,16,23.839,9.0,4,0
FCFS,1991,55,4,6.0,22.0,Small,16,49.635,16,8,0
FCFS,1991,55,5,7.0,19.0,Small,16,5.701,2.0,8,0
FCFS,1991,55,6,7.0,21.0,Sedan,24,25.108,11.0,4,0
FCFS,1991,55,7,7.0,18.0,Sedan,24,45.065,19.0,19,0
FCFS,1991,55,8,7.0,21.0,Small,16,76.097,16,4,0
FCFS,1991,55,9,7.0,20.0,Small,16,48.284,16,8,0
FCFS,1991,55,10,7.0,18.0,Small,16,35.989,14.0,8,0
FCFS,1991,55,11,7.0,18.0,Small,16,71.033,16,8,0
FCFS,1991,55,12,8.0,19.0,SUV,54,25.468,15.0,19,0
FCFS,1991,55,13,8.0,19.0,SUV,54,29.784,17.0,19,0
FCFS,1991,55,14,8.0,17.0,SUV,54,47.641,27.0,19,0
FCFS,1991,55,15,8.0,18.0,SUV,54,55.199,32.0,8,0
FCFS,1991,55,16,8.0,20.0,Sedan,24,40.356,17.0,19,0
FCFS,1991,55,17,8.0,17.0,Small,16,16.873,6.0,8,0
FCFS,1991,55,18,8.0,18.0,Truck,70,63.935,52.0,19,0
FCFS,1991,55,19,8.0,19.0,Sedan,24,51.92,22.0,8,0
FCFS,1991,55,20,8.0,19.0,Sedan,24,51.688,22.0,19,0
FCFS,1991,55,21,8.0,18.0,Sedan,24,74.897,24,4,0
FCFS,1991,55,22,8.0,17.0,Small,16,25.514,10.0,4,0
FCFS,1991,55,23,8.0,21.0,Small,16,43.289,16,8,0
FCFS,1991,55,24,8.0,18.0,Small,16,48.673,16,8,0
FCFS,1991,55,25,9.0,17.0,Sedan,24,6.662,3.0,4,0
FCFS,1991,55,26,9.0,24.0,SUV,54,29.485,17.0,19,0
FCFS,1991,55,27,9.0,23.0,SUV,54,36.116,21.0,8,0
FCFS,1991,55,28,9.0,19.0,Sedan,24,14.192,6.0,4,0
FCFS,1991,55,29,9.0,21.0,SUV,54,49.245,28.0,19,0
FCFS,1991,55,30,9.0,19.0,SUV,54,54.131,31.0,19,0
FCFS,1991,55,31,9.0,19.0,Truck,70,54.032,44.0,19,0
FCFS,1991,55,32,9.0,20.0,Sedan,24,72.618,24,8,0
FCFS,1991,55,33,9.0,18.0,Small,16,34.244,13.0,8,0
FCFS,1991,55,34,10.0,18.0,Sedan,24,8.114,3.0,8,0
FCFS,1991,55,35,10.0,19.0,Small,16,11.73,4.0,4,0
FCFS,1991,55,36,10.0,22.0,Sedan,24,38.478,16.0,19,0
FCFS,1991,55,37,10.0,21.0,SUV,54,68.331,39.0,8,0
FCFS,1991,55,38,10.0,20.0,Sedan,24,34.496,15.0,19,0
FCFS,1991,55,39,10.0,21.0,Sedan,24,45.578,20.0,4,0
FCFS,1991,55,40,10.0,18.0,Small,16,20.323,8.0,4,0
FCFS,1991,55,41,10.0,22.0,Small,16,33.357,13.0,8,0
FCFS,1991,55,42,10.0,16.0,Small,16,17.818,7.0,19,0
FCFS,1991,55,43,11.0,19.0,Truck,70,8.269,7.0,8,0
FCFS,1991,55,44,11.0,21.0,Sedan,24,38.292,16.0,19,0
FCFS,1991,55,45,11.0,18.0,Small,16,14.729,6.0,8,0
FCFS,1991,55,46,11.0,18.0,Small,16,16.135,6.0,19,0
FCFS,1991,55,47,11.0,21.0,Sedan,24,76.155,24,8,0
FCFS,1991,55,48,11.0,23.0,Small,16,35.049,13.0,4,0
FCFS,1991,55,49,11.0,19.0,Sedan,24,55.944,24.0,19,0
FCFS,1991,55,50,11.0,18.0,Small,16,23.634,9.0,8,0
FCFS,1991,55,51,11.0,19.0,Small,16,31.275,12.0,4,0
FCFS,1991,55,52,12.0,19.0,SUV,54,72.159,41.0,19,0
FCFS,1991,55,53,12.0,21.0,Small,16,27.232,10.0,8,0
FCFS,1991,55,54,13.0,17.0,SUV,54,32.409,19.0,19,0
FCFS,1991,55,55,13.0,21.0,Sedan,24,40.613,17.0,19,0
FCFS,1992,55,1,2.0,19.0,SUV,54,24.723,14.0,8,0
FCFS,1992,55,2,3.0,17.0,Sedan,24,14.786,6.0,8,0
FCFS,1992,55,3,5.0,19.0,Truck,70,16.811,14.0,8,0
FCFS,1992,55,4,5.0,17.0,Sedan,24,49.147,21.0,8,0
FCFS,1992,55,5,5.0,22.0,Small,16,65.248,16,8,0
FCFS,1992,55,6,6.0,20.0,Truck,70,50.612,41.0,19,0
FCFS,1992,55,7,6.0,21.0,Sedan,24,43.317,19.0,19,0
FCFS,1992,55,8,6.0,21.0,Sedan,24,45.763,20.0,4,0
FCFS,1992,55,9,6.0,19.0,Sedan,24,45.741,20.0,8,0
FCFS,1992,55,10,6.0,20.0,Sedan,24,55.609,24.0,19,0
FCFS,1992,55,11,6.0,24.0,Small,16,76.458,16,8,0
FCFS,1992,55,12,6.0,17.0,Small,16,57.285,16,8,0
FCFS,1992,55,13,7.0,17.0,SUV,54,31.731,18.0,19,0
FCFS,1992,55,14,7.0,21.0,Truck,70,30.628,25.0,8,0
FCFS,1992,55,15,7.0,18.0,Sedan,24,38.524,17.0,19,0
FCFS,1992,55,16,7.0,20.0,Small,16,38.03,14.0,8,0
FCFS,1992,55,17,8.0,20.0,Truck,70,13.74,11.0,19,0
FCFS,1992,55,18,8.0,19.0,SUV,54,18.951,11.0,8,0
FCFS,1992,55,19,8.0,20.0,SUV,54,28.417,16.0,19,0
FCFS,1992,55,20,8.0,22.0,SUV,54,33.989,20.0,8,0
FCFS,1992,55,21,8.0,23.0,SUV,54,46.888,27.0,19,0
FCFS,1992,55,22,8.0,21.0,Small,16,12.691,5.0,8,0
FCFS,1992,55,23,8.0,17.0,Small,16,11.08,4.0,8,0
FCFS,1992,55,24,8.0,21.0,Small,16,19.669,7.0,8,0
FCFS,1992,55,25,8.0,18.0,SUV,54,59.281,34.0,19,0
FCFS,1992,55,26,8.0,20.0,Sedan,24,38.323,16.0,19,0
FCFS,1992,55,27,8.0,17.0,SUV,54,58.273,33.0,19,0
FCFS,1992,55,28,8.0,22.0,Small,16,28.511,11.0,4,0
FCFS,1992,55,29,8.0,22.0,Small,16,44.698,16,19,0
FCFS,1992,55,30,8.0,16.0,Sedan,24,72.936,24,8,0
FCFS,1992,55,31,9.0,22.0,Sedan,24,12.503,5.0,8,0
FCFS,1992,55,32,9.0,22.0,Small,16,19.004,7.0,8,0
FCFS,1992,55,33,9.0,23.0,Sedan,24,50.86,22.0,19,0
FCFS,1992,55,34,9.0,21.0,Sedan,24,59.354,24,8,0
FCFS,1992,55,35,9.0,19.0,Small,16,29.889,11.0,8,0
FCFS,1992,55,36,9.0,17.0,Small,16,36.676,14.0,8,0
FCFS,1992,55,37,9.0,18.0,Small,16,49.705,16,8,0
FCFS,1992,55,38,10.0,19.0,SUV,54,19.583,11.0,19,0
FCFS,1992,55,39,10.0,22.0,SUV,54,51.311,29.0,19,0
FCFS,1992,55,40,10.0,20.0,Truck,70,57.689,47.0,8,0
FCFS,1992,55,41,10.0,18.0,Sedan,24,52.827,23.0,19,0
FCFS,1992,55,42,10.0,22.0,Small,16,43.205,16,8,0
FCFS,1992,55,43,10.0,19.0,Small,16,35.977,14.0,4,0
FCFS,1992,55,44,10.0,18.0,Small,16,69.226,16,8,0
FCFS,1992,55,45,10.0,17.0,Small,16,45.191,16,8,0
FCFS,1992,55,46,11.0,20.0,SUV,54,28.432,16.0,19,0
FCFS,1992,55,47,11.0,21.0,SUV,54,46.299,27.0,19,0
FCFS,1992,55,48,11.0,21.0,Truck,70,40.328,33.0,8,0
FCFS,1992,55,49,11.0,17.0,Truck,70,42.541,35.0,19,0
FCFS,1992,55,50,11.0,19.0,Small,16,37.892,14.0,19,0
FCFS,1992,55,51,11.0,18.0,Small,16,69.683,16,8,0
FCFS,1992,55,52,12.0,19.0,Sedan,24,49.547,21.0,19,0
FCFS,1992,55,53,12.0,20.0,Sedan,24,56.324,24,19,0
FCFS,1992,55,54,12.0,20.0,Small,16,40.707,15.0,19,0
FCFS,1992,55,55,13.0,20.0,Small,16,60.304,16,8,0
FCFS,1993,55,1,4.0,21.0,Sedan,24,38.806,17.0,8,0
FCFS,1993,55,2,5.0,20.0,SUV,54,32.434,19.0,8,0
FCFS,1993,55,3,5.0,20.0,Small,16,21.423,8.0,4,0
FCFS,1993,55,4,6.0,23.0,SUV,54,33.823,19.0,8,0
FCFS,1993,55,5,6.0,17.0,SUV,54,55.274,32.0,8,0
FCFS,1993,55,6,6.0,19.0,Truck,70,54.672,45.0,19,0
FCFS,1993,55,7,6.0,21.0,Small,16,35.092,13.0,8,0
FCFS,1993,55,8,6.0,20.0,Small,16,54.349,16,8,0
FCFS,1993,55,9,7.0,20.0,Truck,70,17.427,14.0,8,0
FCFS,1993,55,10,7.0,23.0,SUV,54,71.317,41.0,19,0
FCFS,1993,55,11,7.0,21.0,Truck,70,49.944,41.0,19,0
FCFS,1993,55,12,7.0,21.0,Small,16,18.843,7.0,8,0
FCFS,1993,55,13,7.0,21.0,Small,16,32.62,12.0,4,0
FCFS,1993,55,14,7.0,23.0,Small,16,40.838,15.0,8,0
FCFS,1993,55,15,7.0,19.0,Small,16,35.331,13.0,4,0
FCFS,1993,55,16,7.0,20.0,Small,16,62.878,16,8,0
FCFS,1993,55,17,7.0,20.0,Small,16,44.218,16,8,0
FCFS,1993,55,18,7.0,18.0,Small,16,50.818,16,8,0
FCFS,1993,55,19,8.0,21.0,SUV,54,24.665,14.0,19,0
FCFS,1993,55,20,8.0,21.0,SUV,54,38.693,22.0,8,0
FCFS,1993,55,21,8.0,20.0,Sedan,24,17.721,8.0,8,0
FCFS,1993,55,22,8.0,18.0,Truck,70,46.527,38.0,19,0
FCFS,1993,55,23,8.0,21.0,Sedan,24,48.581,21.0,19,0
FCFS,1993,55,24,8.0,21.0,Small,16,28.367,11.0,4,0
FCFS,1993,55,25,8.0,23.0,Small,16,43.662,16,8,0
FCFS,1993,55,26,8.0,20.0,Small,16,39.323,15.0,8,0
FCFS,1993,55,27,8.0,16.0,Sedan,24,78.506,24,19,0
FCFS,1993,55,28,8.0,18.0,Small,16,60.444,16,8,0
FCFS,1993,55,29,8.0,18.0,Small,16,60.258,16,8,0
FCFS,1993,55,30,9.0,20.0,SUV,54,14.703,8.0,8,0
FCFS,1993,55,31,9.0,21.0,Sedan,24,16.417,7.0,8,0
FCFS,1993,55,32,9.0,22.0,SUV,54,39.397,23.0,8,0
FCFS,1993,55,33,9.0,20.0,Truck,70,25.828,21.0,8,0
FCFS,1993,55,34,9.0,19.0,Small,16,7.902,3.0,8,0
FCFS,1993,55,35,9.0,21.0,SUV,54,55.383,32.0,8,0
FCFS,1993,55,36,9.0,19.0,SUV,54,46.995,27.0,4,0
FCFS,1993,55,37,9.0,21.0,Sedan,24,42.707,18.0,19,0
FCFS,1993,55,38,9.0,20.0,Sedan,24,43.702,19.0,19,0
FCFS,1993,55,39,9.0,21.0,Truck,70,79.274,65.0,8,0
FCFS,1993,55,40,9.0,17.0,Small,16,28.639,11.0,8,0
FCFS,1993,55,41,9.0,16.0,Sedan,24,60.673,24,19,0
FCFS,1993,55,42,9.0,17.0,Small,16,64.401,16,8,0
FCFS,1993,55,43,10.0,23.0,Sedan,24,5.424,2.0,4,0
FCFS,1993,55,44,10.0,22.0,SUV,54,20.157,12.0,19,0
FCFS,1993,55,45,10.0,20.0,SUV,54,29.142,17.0,19,0
FCFS,1993,55,46,10.0,20.0,Sedan,24,19.185,8.0,8,0
FCFS,1993,55,47,10.0,21.0,Sedan,24,31.048,13.0,19,0
FCFS,1993,55,48,10.0,19.0,Truck,70,68.557,56.0,19,0
FCFS,1993,55,49,10.0,21.0,Small,16,41.407,16.0,19,0
FCFS,1993,55,50,10.0,20.0,Small,16,47.638,16,8,0
FCFS,1993,55,51,11.0,22.0,SUV,54,41.423,24.0,4,0
FCFS,1993,55,52,11.0,18.0,Sedan,24,22.16,10.0,8,0
FCFS,1993,55,53,11.0,18.0,Sedan,24,72.611,24,8,0
FCFS,1993,55,54,11.0,16.0,Small,16,27.819,11.0,8,0
FCFS,1993,55,55,12.0,20.0,Small,16,71.387,16,8,0
FCFS,1994,55,1,4.0,23.0,SUV,54,31.471,18.0,19,0
FCFS,1994,55,2,4.0,21.0,SUV,54,42.103,24.0,19,0
FCFS,1994,55,3,4.0,20.0,Small,16,13.202,5.0,19,0
FCFS,1994,55,4,4.0,20.0,Small,16,40.737,15.0,19,0
FCFS,1994,55,5,5.0,22.0,Small,16,25.853,10.0,19,0
FCFS,1994,55,6,6.0,23.0,SUV,54,30.58,18.0,19,0
FCFS,1994,55,7,6.0,21.0,Sedan,24,16.96,7.0,4,0
FCFS,1994,55,8,6.0,18.0,Small,16,38.088,14.0,8,0
FCFS,1994,55,9,6.0,19.0,Small,16,59.472,16,8,0
FCFS,1994,55,10,6.0,17.0,Small,16,59.183,16,8,0
FCFS,1994,55,11,7.0,23.0,SUV,54,53.974,31.0,19,0
FCFS,1994,55,12,7.0,16.0,Truck,70,23.002,19.0,19,0
FCFS,1994,55,13,7.0,23.0,Sedan,24,44.373,19.0,19,0
FCFS,1994,55,14,7.0,20.0,Small,16,36.121,14.0,8,0
FCFS,1994,55,15,7.0,21.0,Small,16,63.602,16,8,0
FCFS,1994,55,16,7.0,19.0,Small,16,40.134,15.0,4,0
FCFS,1994,55,17,7.0,18.0,Small,16,40.539,15.0,8,0
FCFS,1994,55,18,8.0,17.0,SUV,54,5.524,3.0,4,0
FCFS,1994,55,19,8.0,19.0,Sedan,24,14.836,6.0,4,0
FCFS,1994,55,20,8.0,20.0,Sedan,24,17.524,8.0,4,0
FCFS,1994,55,21,8.0,22.0,SUV,54,58.063,33.0,19,0
